,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
54,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155396.0,1138841.0,2022-01-10 08:15:14 WET,2022-01-10,08:15:14,Link,261,70,157,7,7,0,14,2,4,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/233970075565016,Francisco Rodrigues dos Santos diz que se ensina a “ideologia de género“ nas escolas. António Costa garante: “Não há uma doutrina de género“.,https://cnnportugal.iol.pt/videos/rodrigues-dos-santos-quer-liberdade-para-recusar-aulas-de-cidadania-costa-fala-em-valores-constitucionais/61db6d290cf2c7ea0f122bbe?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Rodrigues dos Santos quer liberdade para recusar aulas de Cidadania, Costa fala em valores constitucionais","Francisco Rodrigues dos Santos quer que os portugueses possam ter liberdade sobre a frequência da disciplina de Cidadania e Desenvolvimento, onde, diz, se ensina a ""ideologia de género"". António Costa argumenta que a disciplina em causa se limita a ensinar ""o funcionamento do sistema política, o...",,,,261,1.95
55,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828630.0,934013.0,2022-01-04 09:08:12 WET,2022-01-04,09:08:12,Live Video Complete,259,97,120,10,21,2,8,0,0,1,crosspost,Yes,5889,5907,6027,00:52:37,https://www.facebook.com/111978555633494/posts/4231619143606653,"Francisco Rodrigues dos Santos, líder do CDS, está no Sob Escuta da Rádio Observador. Entrevista conduzida por Miguel Pinheiro, Rui Pedro Antunes e Miguel Santos Carrapatoso.",https://www.facebook.com/ObservadorOnTime/videos/4231619143606653/,,,Francisco Rodrigues dos Santos em direto na Rádio Observador,,,,,259,2.27
57,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155496.0,1138998.0,2022-01-12 20:45:06 WET,2022-01-12,20:45:06,Link,253,54,138,2,5,0,50,4,0,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/235899042038786,"Num debate marcado por troca de acusações, Rodrigues dos Santos descreve o Chega como um partido “de fanáticos que não dá estabilidade em lado nenhum“.",https://cnnportugal.iol.pt/videos/uma-esquadrao-de-cavalaria-a-desfilada-na-sua-cabeca-nao-esbarra-contra-uma-ideia-andre-ventura/61df25280cf2cc58e7dcb9d4?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/videos/uma-esquadrao-de-cavalaria-a-desfilada-na-sua-cabeca-nao-esbarra-contra-uma-ideia-andre-ventura/61df25280cf2cc58e7dcb9d4,,"“Uma esquadrão de cavalaria à desfilada na sua cabeça não esbarra contra uma ideia, André Ventura“",,,,,253,1.89
60,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189106.0,1186178.0,2022-01-13 09:13:02 WET,2022-01-13,09:13:02,Link,249,45,137,6,1,2,40,5,13,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160063566486983,"Líderes do Chega e do CDS não debateram, trocaram insultos durante 25 minutos. Futebol, Deus, castigos físicos. Veio tudo à baila com décibeis bem elevados",https://www.publico.pt/2022/01/12/politica/cronica/andre-ventura-rodrigues-santos-fizeram-faisca-nao-bonito-1991673,,,André Ventura e Rodrigues dos Santos fizeram faísca. E não foi bonito,"Líderes do Chega e do CDS não debateram, trocaram insultos durante 25 minutos. Futebol, Deus, castigos físicos. Veio tudo à baila com décibeis bem elevados",,,,249,2.65
64,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477135.0,491441.0,2022-01-27 06:00:00 WET,2022-01-27,06:00:00,Link,228,40,90,2,2,1,87,3,3,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158671255667666,,https://www.tsf.pt/portugal/sociedade/o-ps-esta-em-guerra-interna-assume-derrota-e-ja-prepara-oposicao-14530967.html,,,"O PS está em ″guerra interna″, assume derrota e ″já prepara oposição″","Francisco Rodrigues dos Santos esteve num jantar-comício em Albergaria-a-Velha, um bastião centrista.",,,,228,4.75
65,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828551.0,933635.0,2022-01-02 00:00:13 WET,2022-01-02,00:00:13,Link,227,61,101,5,4,0,53,2,1,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2272807762883885,"Uma semana após vídeo de Natal, Francisco Rodrigues dos Santos partilhou nova mensagem. Para além de garantir que CDS não morreu, apresentou ""Linhas Azuis para a viabilização de um governo de direita""",https://observador.pt/2022/01/01/depois-da-ceia-de-natal-a-de-ano-novo-sem-primos-afastados-so-gente-da-casa-estamos-habituados-a-ressuscitar-nas-urnas-diz-chicao/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641077759,,,"Depois da ceia de Natal, a de Ano Novo, sem primos afastados, ""só gente da casa"". ""Estamos habituados a ressuscitar nas urnas"", diz Chicão",,,,,227,2.58
66,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268933.0,2284431.0,2022-01-07 22:35:34 WET,2022-01-07,22:35:34,Link,225,90,85,8,3,2,23,1,13,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161806465172995,Debate Legislativas,https://www.jn.pt/nacional/psd-e-cds-prometem-privatizar-a-tap-se-formarem-governo-14472219.html,,,PSD e CDS prometem privatizar a TAP se formarem Governo,"""Se não quiserem votar no PSD, podem votar no CDS, isso aconselho"". Esta foi a frase com que Rui ​​​​​​​Rio terminou o debate com Francisco Rodrigues dos Santos, e diz muito do que é a proximidade ideológica e programática dos dois antigos parceiros de coligação.",,,,225,1.63
67,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155496.0,1138998.0,2022-01-12 19:30:15 WET,2022-01-12,19:30:15,Link,223,35,142,5,2,1,34,3,0,1,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/235857215376302,"Rodrigues dos Santos critica o facto de Ventura se promover às custas da igreja católica, o candidato do Chega responde:",https://cnnportugal.iol.pt/videos/rodrigues-dos-santos-cita-papa-para-promover-acolhimento-de-refugiados-ventura-diz-mete-os-na-tua-casa/61df23290cf2cc58e7dcb968?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/videos/rodrigues-dos-santos-cita-papa-para-promover-acolhimento-de-refugiados-ventura-diz-mete-os-na-tua-casa/61df23290cf2cc58e7dcb968,,"Rodrigues dos Santos cita Papa para promover acolhimento de refugiados, Ventura diz “mete-os na tua casa”",,,,,223,1.66
70,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760844.0,797430.0,2022-01-25 21:16:08 WET,2022-01-25,21:16:08,Link,216,14,76,2,1,1,119,2,1,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159339651847949,"Líder do CDS-PP esteve hoje reunido, em Braga, com a Associação Portuguesa dos Veteranos de Guerra",https://expresso.pt/politica/francisco-rodrigues-dos-santos-ja-tem-propostas-para-quando-for-ministro-da-defesa,https://expresso.pt/politica/francisco-rodrigues-dos-santos-ja-tem-propostas-para-quando-for-ministro-da-defesa/,,Francisco Rodrigues dos Santos já tem propostas para “quando for ministro da Defesa“ - Expresso,"O líder do CDS-PP esteve hoje reunido, em Braga, com a Associação Portuguesa dos Veteranos de Guerra, iniciativa que foi comunicada aos jornalistas na segunda-feira, um dia depois de o Chega ter promovido um convívio com antigos combatentes no Porto.",,,,216,2.35
72,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,420853.0,442440.0,2022-01-09 22:57:41 WET,2022-01-09,22:57:41,Link,213,21,98,10,0,1,80,0,3,0,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1794177024111942,"No tema dos impostos e salários, Francisco Rodrigues dos Santos propôs um choque fiscal para captar investimento para Portugal. António Costa respondeu que ""sempre que a direta propôs um choque fiscal, aumentou os impostos"".",https://jornaleconomico.sapo.pt/noticias/cds-pp-quer-choque-fiscal-e-ps-acusa-direita-de-querer-aumentar-os-impostos-828905?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641766085,,,"CDS-PP quer ""choque fiscal"" e PS acusa direita de querer aumentar os impostos",,,,,213,3.18
86,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1762963.0,1939022.0,2022-01-01 14:56:08 WET,2022-01-01,14:56:08,Link,193,23,91,4,1,4,67,2,0,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160359087291388,Francisco Rodrigues dos Santos diz que faz parte da Direita que vai libertar o país do socialismo.,http://sicnoticias.pt/pais/2022-01-01-Lider-do-CDS-garante-na-mensagem-de-Ano-Novo-que-partido-nao-morreu-f2a86334,https://sicnoticias.pt/pais/2022-01-01-Lider-do-CDS-garante-na-mensagem-de-Ano-Novo-que-partido-nao-morreu-f2a86334,,Líder do CDS garante na mensagem de Ano Novo que partido não morreu,,,,,193,1.87
87,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763828.0,1940753.0,2022-01-08 21:46:07 WET,2022-01-08,21:46:07,Link,191,41,90,2,0,1,42,5,9,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160372712516388,Partido apresentou este sábado o programa eleitoral.,https://sicnoticias.pt/pais/francisco-rodrigues-dos-santos-diz-que-cds-pp-tem-orgulho-na-heranca-de-passos-e-portas,https://sicnoticias.pt/pais/francisco-rodrigues-dos-santos-diz-que-cds-pp-tem-orgulho-na-heranca-de-passos-e-portas/,,Francisco Rodrigues dos Santos diz que CDS-PP tem orgulho na herança de Passos e Portas,,,,,191,1.85
89,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,421066.0,443213.0,2022-01-22 09:08:49 WET,2022-01-22,09:08:49,Link,189,80,71,4,11,1,13,1,8,0,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1803161443213500,"“Com esta aparição, José Sócrates vem relembrar aos portugueses aquilo que significa uma maioria absoluta do Partido Socialista e porque é que os portugueses não devem dar uma nova maioria à esquerda no parlamento”, defendeu, apontando que tem a “agradecer-lhe esta aparição porque é verdadeiramente",https://jornaleconomico.pt/noticias/legislativas-lider-do-cds-diz-que-socrates-e-melhor-argumento-contra-maioria-absoluta-do-ps-836103?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642841325,https://jornaleconomico.pt/noticias/legislativas-lider-do-cds-diz-que-socrates-e-melhor-argumento-contra-maioria-absoluta-do-ps-836103,,Legislativas: Líder do CDS diz que Sócrates é “melhor argumento” contra maioria absoluta do PS,"“Com esta aparição, José Sócrates vem relembrar aos portugueses aquilo que significa uma maioria absoluta do Partido Socialista e porque é que os portugueses não devem dar uma nova maioria à esquerda no parlamento”, defendeu, apontando que tem a “agradecer-lhe esta aparição porque é ...",,,,189,2.86
91,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760468.0,796541.0,2022-01-05 20:45:12 WET,2022-01-05,20:45:12,Link,185,90,56,6,1,3,25,0,2,2,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159306559537949,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",https://expresso.pt/eleicoes-legislativas-2022/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso,https://expresso.pt/eleicoes-legislativas-2022/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso/,,O dia em que o novo liberal bateu o jovem conservador de direita (as notas e explicações dos comentadores Expresso) - Expresso,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",,,,185,1.91
95,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477147.0,491370.0,2022-01-20 17:45:00 WET,2022-01-20,17:45:00,Link,175,24,67,3,2,1,66,2,9,1,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158660318842666,,https://www.tsf.pt/portugal/politica/rio-nao-exclui-dar-pasta-da-defesa-ao-cds-14509457.html,,,Rio não exclui dar pasta da Defesa ao CDS,"Rui Rio responde ao desejo de Francisco Rodrigues dos Santos, que no debate desta quinta-feira assumiu que ficaria muito ″confortável″ na pasta da Defesa. ″É uma questão de se ver, não seria a primeira vez que o CDS tinha o Ministério da Defesa″, atirou o líder do PSD.",,,,175,3.02
99,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764345.0,1941895.0,2022-01-27 12:05:09 WET,2022-01-27,12:05:09,Photo,162,45,81,5,2,0,23,0,6,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160409643161388,"Francisco Rodrigues dos Santos, o “Chicão” do CDS, vai estar hoje no “Isto É Gozar Com Quem Trabalha - Especial Eleições”. Depois do “Jornal da Noite”, em direto na SIC. #sic #istoegozarcomquemtrabalha #legislativas2022 #humor",https://www.facebook.com/sicnoticias/photos/a.10157193002141388/10160409643111388/?type=3,,ISTO É GOZAR COM QUEM TRABALHA ESPECIAL ELEIÇÕES sic HOJE CDS FRANCISCO RODRIGUES DOS SANTOS,,,,,,162,2.08
101,Correio da Manhã,cmjornal,469974510474,TOPIC_NEWSPAPER,PT,"Correio da Manhã, o jornal líder de audiências em Portugal, feito por pessoas a pensar em pessoas.
Site: https://www.cmjornal.pt",2010-02-12 09:43:08,1523876.0,1563459.0,2022-01-20 17:30:01 WET,2022-01-20,17:30:01,Link,161,26,75,0,0,2,52,1,4,1,,-,0,0,0,,https://www.facebook.com/469974510474/posts/10166293844760475,"Francisco Rodrigues dos Santos ressalvou que não coloca ""como objetivo ser ministro da Defesa""",https://www.cmjornal.pt/cm-ao-minuto/detalhe/lider-do-cds-pp-diz-que-ministerio-da-defesa-ficaria-muito-bem-entregue-ao-seu-partido?previewMode=1,https://www.cmjornal.pt/politica/detalhe/lider-do-cds-pp-diz-que-ministerio-da-defesa-ficaria-muito-bem-entregue-ao-seu-partido,,"Líder do CDS-PP diz que Ministério da Defesa ""ficaria muito bem entregue"" ao seu partido","Francisco Rodrigues dos Santos ressalvou que não coloca ""como objetivo ser ministro da Defesa"".",,,,161,-1.13
108,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763793.0,1940738.0,2022-01-09 20:54:24 WET,2022-01-09,20:54:24,Link,147,41,90,0,3,0,8,1,4,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160374746546388,"🔴 O debate ao minuto, aqui:",https://sicnoticias.pt/eleicoes-legislativas/antonio-costa-vs-francisco-rodrigues-dos-santos-o-debate-ao-minuto/,,,António Costa vs. Francisco Rodrigues dos Santos: o debate ao minuto,"O DEBATE AO MINUTO A saúde é a primeira temática em debate. António Costa começa por salientar que ""há hoje mais 28 mil profissionais no SNS do que em 2015”. O primeiro-ministro volta a apontar ao objetivo de atribuir um médico de família a cada português. Francisco Rodrigues dos Santos d...",,,,147,1.43
109,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502138.0,532395.0,2022-01-21 17:30:00 WET,2022-01-21,17:30:00,Link,146,4,125,0,0,0,14,2,0,1,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4847921815294143,"O líder do CDS-PP, Francisco Rodrigues dos Santos, admite fazer parte de um governo. Já João Cotrim de Figueiredo afirma da Iniciativa Liberal afirma que não faz candidaturas a pastas.",https://www.rtp.pt/noticias/politica/a-campanha-de-cds-pan-chega-e-iniciativa-liberal_v1378552,,,"A campanha de CDS, PAN, Chega e Iniciativa Liberal","O líder do CDS-PP, Francisco Rodrigues dos Santos, admite fazer parte de um governo. Já João Cotrim de Figueiredo afirma da Iniciativa Liberal afirma que não faz candidaturas a pastas.",,,,146,3.32
